player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P18848,2026-01-09,India,iOS,Meta Ads,35-44,Daily_Reward
P18849,2026-01-15,United Kingdom,iOS,Google Ads,45+,Daily_Reward
P18850,2026-01-06,United Kingdom,iOS,Organic,45+,Free_Hint
P18851,2026-01-08,Canada,Android,Organic,35-44,Free_Hint
P18852,2026-01-03,Canada,Android,Organic,25-34,Daily_Reward
P18853,2026-01-04,United Kingdom,Android,Referral,25-34,Control
P18854,2026-01-15,India,iOS,Google Ads,25-34,Daily_Reward
P18855,2026-01-10,India,Android,Organic,35-44,Control
P18856,2026-01-15,India,Android,Meta Ads,35-44,Free_Hint
P18857,2026-01-12,United Kingdom,Android,Meta Ads,25-34,Control
P18858,2026-01-08,United States,Android,Google Ads,35-44,Free_Hint
P18859,2026-01-09,United States,iOS,Google Ads,18-24,Control
P18860,2026-01-03,Australia,Android,TikTok Ads,18-24,Free_Hint
P18861,2026-01-01,United States,Android,Google Ads,25-34,Daily_Reward
P18862,2026-01-12,India,iOS,Google Ads,25-34,Free_Hint
P18863,2026-01-11,United Kingdom,Android,Google Ads,18-24,Daily_Reward
P18864,2026-01-06,India,Android,Organic,25-34,Control
P18865,2026-01-15,United States,Android,TikTok Ads,35-44,Daily_Reward
P18866,2026-01-12,India,iOS,Organic,18-24,Free_Hint
P18867,2026-01-14,India,iOS,Google Ads,35-44,Daily_Reward
P18868,2026-01-14,United States,Android,Google Ads,45+,Free_Hint
P18869,2026-01-08,United Kingdom,iOS,Meta Ads,18-24,Daily_Reward
P18870,2026-01-15,India,Android,Referral,25-34,Free_Hint
P18871,2026-01-06,India,Android,Google Ads,25-34,Control
P18872,2026-01-02,India,iOS,Meta Ads,18-24,Daily_Reward
P18873,2026-01-06,Australia,Android,Referral,35-44,Free_Hint
P18874,2026-01-04,India,Android,Meta Ads,35-44,Control
P18875,2026-01-07,India,Android,Meta Ads,18-24,Free_Hint
P18876,2026-01-15,United States,Android,Referral,18-24,Free_Hint
P18877,2026-01-12,India,Android,Meta Ads,25-34,Control
P18878,2026-01-08,Canada,iOS,Organic,18-24,Control
P18879,2026-01-15,Canada,iOS,Organic,35-44,Daily_Reward
P18880,2026-01-15,United Kingdom,Android,Organic,25-34,Daily_Reward
P18881,2026-01-09,India,Android,TikTok Ads,18-24,Control
P18882,2026-01-14,India,Android,Organic,18-24,Free_Hint
P18883,2026-01-13,India,Android,Organic,18-24,Free_Hint
P18884,2026-01-06,India,Android,TikTok Ads,25-34,Control
P18885,2026-01-08,India,iOS,Organic,25-34,Daily_Reward
P18886,2026-01-06,United States,Android,Referral,25-34,Free_Hint
P18887,2026-01-10,India,Android,Organic,35-44,Daily_Reward
P18888,2026-01-06,India,Android,Meta Ads,35-44,Control
P18889,2026-01-02,India,iOS,TikTok Ads,45+,Free_Hint
P18890,2026-01-15,United States,Android,Organic,18-24,Free_Hint
P18891,2026-01-01,United States,Android,Meta Ads,45+,Control
P18892,2026-01-10,India,Android,TikTok Ads,25-34,Free_Hint
P18893,2026-01-02,United Kingdom,Android,Meta Ads,25-34,Daily_Reward
P18894,2026-01-03,United Kingdom,Android,Organic,18-24,Control
P18895,2026-01-08,United Kingdom,Android,Organic,35-44,Free_Hint
P18896,2026-01-03,India,Android,Organic,25-34,Daily_Reward
P18897,2026-01-03,United States,Android,Google Ads,25-34,Daily_Reward
P18898,2026-01-07,United Kingdom,Android,Google Ads,18-24,Free_Hint
P18899,2026-01-04,India,Android,Referral,25-34,Control
P18900,2026-01-05,India,Android,TikTok Ads,35-44,Daily_Reward
P18901,2026-01-10,India,Android,TikTok Ads,18-24,Control
P18902,2026-01-15,Canada,Android,Google Ads,18-24,Free_Hint
P18903,2026-01-12,India,iOS,Organic,25-34,Free_Hint
P18904,2026-01-09,India,iOS,TikTok Ads,35-44,Free_Hint
P18905,2026-01-04,United States,Android,Organic,35-44,Control
P18906,2026-01-04,India,Android,Google Ads,25-34,Daily_Reward
P18907,2026-01-03,India,Android,Meta Ads,25-34,Free_Hint
P18908,2026-01-03,United States,Android,Google Ads,25-34,Control
P18909,2026-01-03,India,Android,Organic,35-44,Control
P18910,2026-01-07,Canada,Android,Google Ads,35-44,Daily_Reward
P18911,2026-01-05,Canada,Android,Referral,18-24,Free_Hint
P18912,2026-01-13,United Kingdom,iOS,Meta Ads,25-34,Free_Hint
P18913,2026-01-09,India,iOS,Organic,45+,Free_Hint
P18914,2026-01-06,Canada,iOS,Organic,45+,Daily_Reward
P18915,2026-01-15,United States,Android,Organic,25-34,Control
P18916,2026-01-13,India,Android,Organic,18-24,Free_Hint
P18917,2026-01-05,United States,iOS,Meta Ads,18-24,Control
P18918,2026-01-14,India,Android,Organic,18-24,Daily_Reward
P18919,2026-01-02,United Kingdom,Android,Referral,18-24,Control
P18920,2026-01-03,India,Android,Google Ads,18-24,Free_Hint
P18921,2026-01-09,Australia,Android,Meta Ads,25-34,Control
P18922,2026-01-12,United States,Android,Referral,25-34,Daily_Reward
P18923,2026-01-08,United States,Android,TikTok Ads,25-34,Free_Hint
P18924,2026-01-02,India,Android,Meta Ads,35-44,Control
P18925,2026-01-06,Australia,iOS,Meta Ads,25-34,Free_Hint
P18926,2026-01-06,Australia,Android,Organic,35-44,Daily_Reward
P18927,2026-01-10,United Kingdom,Android,Google Ads,25-34,Control
P18928,2026-01-12,India,Android,TikTok Ads,18-24,Free_Hint
P18929,2026-01-12,United States,Android,Organic,35-44,Free_Hint
P18930,2026-01-12,United Kingdom,Android,TikTok Ads,18-24,Control
P18931,2026-01-01,India,Android,TikTok Ads,25-34,Free_Hint
P18932,2026-01-03,India,Android,Organic,18-24,Free_Hint
P18933,2026-01-08,India,Android,Google Ads,25-34,Free_Hint
P18934,2026-01-14,United States,Android,Organic,18-24,Control
P18935,2026-01-02,Australia,Android,Meta Ads,18-24,Free_Hint
P18936,2026-01-08,United States,Android,Meta Ads,18-24,Control
P18937,2026-01-09,United Kingdom,Android,TikTok Ads,25-34,Daily_Reward
P18938,2026-01-15,India,iOS,Organic,18-24,Free_Hint
P18939,2026-01-01,United Kingdom,Android,Google Ads,25-34,Free_Hint
P18940,2026-01-07,India,iOS,Meta Ads,18-24,Free_Hint
P18941,2026-01-06,India,Android,Meta Ads,35-44,Free_Hint
P18942,2026-01-14,United Kingdom,Android,Organic,18-24,Daily_Reward
P18943,2026-01-15,India,iOS,Meta Ads,18-24,Daily_Reward
P18944,2026-01-14,India,iOS,Organic,18-24,Free_Hint
P18945,2026-01-12,India,Android,TikTok Ads,25-34,Free_Hint
P18946,2026-01-14,United States,Android,Organic,18-24,Free_Hint
P18947,2026-01-10,United States,Android,Organic,35-44,Daily_Reward
P18948,2026-01-11,United States,Android,Google Ads,45+,Free_Hint
P18949,2026-01-06,United States,Android,TikTok Ads,25-34,Free_Hint
P18950,2026-01-06,United States,iOS,TikTok Ads,18-24,Free_Hint
P18951,2026-01-04,United States,iOS,TikTok Ads,25-34,Daily_Reward
P18952,2026-01-05,United States,Android,Google Ads,25-34,Free_Hint
P18953,2026-01-04,India,iOS,Meta Ads,18-24,Control
P18954,2026-01-15,Canada,iOS,Organic,45+,Free_Hint
P18955,2026-01-13,India,Android,Meta Ads,18-24,Control
P18956,2026-01-14,India,Android,TikTok Ads,35-44,Daily_Reward
P18957,2026-01-15,United States,Android,Referral,35-44,Control
P18958,2026-01-10,Canada,Android,Referral,18-24,Free_Hint
P18959,2026-01-12,United States,Android,Meta Ads,45+,Control
P18960,2026-01-07,United Kingdom,Android,Organic,18-24,Daily_Reward
P18961,2026-01-05,India,Android,TikTok Ads,18-24,Daily_Reward
P18962,2026-01-12,India,Android,Meta Ads,18-24,Daily_Reward
P18963,2026-01-10,United Kingdom,Android,Meta Ads,35-44,Daily_Reward
P18964,2026-01-09,United States,Android,Organic,18-24,Free_Hint
P18965,2026-01-01,Australia,Android,Google Ads,25-34,Free_Hint
P18966,2026-01-10,United States,Android,Referral,18-24,Control
P18967,2026-01-01,United Kingdom,Android,Organic,35-44,Free_Hint
P18968,2026-01-07,India,Android,Organic,45+,Daily_Reward
P18969,2026-01-15,India,Android,Meta Ads,25-34,Control
P18970,2026-01-02,India,Android,Meta Ads,25-34,Daily_Reward
P18971,2026-01-07,Canada,Android,Google Ads,35-44,Free_Hint
P18972,2026-01-10,India,Android,Organic,18-24,Daily_Reward
P18973,2026-01-03,India,iOS,Organic,25-34,Daily_Reward
P18974,2026-01-10,India,Android,Meta Ads,45+,Daily_Reward
P18975,2026-01-01,United States,Android,Meta Ads,35-44,Free_Hint
P18976,2026-01-05,Canada,Android,Organic,35-44,Control
P18977,2026-01-10,United States,Android,TikTok Ads,18-24,Control
P18978,2026-01-05,India,Android,Organic,25-34,Free_Hint
P18979,2026-01-11,India,Android,TikTok Ads,18-24,Free_Hint
P18980,2026-01-12,India,Android,Google Ads,25-34,Daily_Reward
P18981,2026-01-07,United Kingdom,Android,Organic,45+,Daily_Reward
P18982,2026-01-13,Canada,Android,Organic,25-34,Free_Hint
P18983,2026-01-04,United Kingdom,iOS,Google Ads,35-44,Free_Hint
P18984,2026-01-10,United States,iOS,Organic,35-44,Daily_Reward
P18985,2026-01-14,India,Android,Google Ads,35-44,Control
P18986,2026-01-03,India,Android,Google Ads,25-34,Daily_Reward
P18987,2026-01-11,United States,iOS,Organic,45+,Daily_Reward
P18988,2026-01-15,India,iOS,Organic,18-24,Daily_Reward
P18989,2026-01-02,Canada,iOS,Referral,18-24,Control
P18990,2026-01-05,India,iOS,Organic,25-34,Daily_Reward
P18991,2026-01-07,United Kingdom,iOS,Meta Ads,35-44,Daily_Reward
P18992,2026-01-02,India,Android,Organic,18-24,Free_Hint
P18993,2026-01-12,United Kingdom,Android,TikTok Ads,18-24,Control
P18994,2026-01-08,India,iOS,Referral,18-24,Control
P18995,2026-01-09,Canada,Android,Google Ads,35-44,Free_Hint
P18996,2026-01-09,United States,iOS,TikTok Ads,25-34,Free_Hint
P18997,2026-01-12,India,iOS,Meta Ads,25-34,Daily_Reward
P18998,2026-01-03,India,iOS,Meta Ads,25-34,Free_Hint
P18999,2026-01-11,India,Android,Organic,25-34,Control
P19000,2026-01-13,United Kingdom,iOS,Google Ads,45+,Daily_Reward
P19001,2026-01-01,United States,iOS,Organic,18-24,Control
P19002,2026-01-14,India,iOS,Google Ads,35-44,Daily_Reward
P19003,2026-01-03,United States,Android,Google Ads,18-24,Free_Hint
P19004,2026-01-04,Australia,Android,Google Ads,25-34,Daily_Reward
P19005,2026-01-15,Canada,Android,TikTok Ads,25-34,Daily_Reward
P19006,2026-01-04,Australia,Android,Google Ads,35-44,Free_Hint
P19007,2026-01-14,United States,Android,Organic,25-34,Free_Hint
P19008,2026-01-06,India,Android,Meta Ads,45+,Control
P19009,2026-01-12,India,Android,TikTok Ads,25-34,Control
P19010,2026-01-05,United States,Android,Meta Ads,25-34,Control
P19011,2026-01-03,United Kingdom,Android,Google Ads,45+,Free_Hint
P19012,2026-01-05,India,Android,Meta Ads,18-24,Free_Hint
P19013,2026-01-14,Australia,iOS,Google Ads,35-44,Control
P19014,2026-01-04,India,iOS,Google Ads,25-34,Free_Hint
P19015,2026-01-11,Canada,Android,Organic,25-34,Free_Hint
P19016,2026-01-02,Canada,iOS,Organic,25-34,Control
P19017,2026-01-15,United States,Android,Meta Ads,18-24,Daily_Reward
P19018,2026-01-10,Australia,Android,Meta Ads,25-34,Daily_Reward
P19019,2026-01-09,India,Android,Meta Ads,35-44,Control
P19020,2026-01-13,United Kingdom,iOS,Referral,18-24,Daily_Reward
P19021,2026-01-11,United States,Android,Meta Ads,35-44,Control
P19022,2026-01-01,United States,Android,Google Ads,25-34,Daily_Reward
P19023,2026-01-07,Canada,Android,Meta Ads,45+,Free_Hint
P19024,2026-01-15,Australia,Android,Organic,18-24,Free_Hint
P19025,2026-01-03,United States,Android,Meta Ads,45+,Free_Hint
P19026,2026-01-06,United Kingdom,Android,Organic,25-34,Control
P19027,2026-01-14,Australia,iOS,Organic,45+,Daily_Reward
P19028,2026-01-11,United States,Android,TikTok Ads,25-34,Free_Hint
P19029,2026-01-03,United Kingdom,Android,Organic,35-44,Daily_Reward
P19030,2026-01-14,Australia,Android,TikTok Ads,25-34,Free_Hint
P19031,2026-01-14,United States,iOS,Organic,25-34,Daily_Reward
P19032,2026-01-05,United States,Android,Organic,18-24,Control
P19033,2026-01-07,India,iOS,Meta Ads,18-24,Control
P19034,2026-01-12,Canada,Android,Referral,45+,Control
P19035,2026-01-02,Australia,Android,TikTok Ads,35-44,Control
P19036,2026-01-08,United Kingdom,iOS,Organic,25-34,Control
P19037,2026-01-10,Canada,Android,Organic,18-24,Control
P19038,2026-01-15,United Kingdom,iOS,Google Ads,35-44,Daily_Reward
P19039,2026-01-12,Canada,iOS,TikTok Ads,25-34,Daily_Reward
P19040,2026-01-15,India,Android,Google Ads,25-34,Control
P19041,2026-01-08,India,iOS,TikTok Ads,18-24,Free_Hint
P19042,2026-01-03,United Kingdom,Android,Meta Ads,25-34,Control
P19043,2026-01-02,Australia,Android,TikTok Ads,18-24,Free_Hint
P19044,2026-01-14,United States,Android,Organic,35-44,Free_Hint
P19045,2026-01-06,Australia,iOS,TikTok Ads,45+,Daily_Reward
P19046,2026-01-14,India,Android,Organic,25-34,Control
P19047,2026-01-08,United States,Android,Organic,18-24,Control
P19048,2026-01-10,United Kingdom,Android,Google Ads,35-44,Control
P19049,2026-01-14,Canada,Android,Referral,18-24,Free_Hint
P19050,2026-01-08,United States,Android,Google Ads,25-34,Daily_Reward
P19051,2026-01-15,India,Android,Google Ads,18-24,Free_Hint
P19052,2026-01-03,Canada,iOS,Organic,25-34,Free_Hint
P19053,2026-01-15,Australia,Android,Meta Ads,18-24,Control
P19054,2026-01-10,United Kingdom,Android,Organic,45+,Free_Hint
P19055,2026-01-09,Australia,Android,TikTok Ads,25-34,Free_Hint
P19056,2026-01-01,India,Android,Organic,18-24,Control
P19057,2026-01-04,United States,Android,TikTok Ads,35-44,Daily_Reward
P19058,2026-01-10,India,Android,Organic,45+,Control
P19059,2026-01-12,India,Android,Organic,45+,Control
P19060,2026-01-05,United States,Android,Referral,25-34,Daily_Reward
P19061,2026-01-06,United States,iOS,Google Ads,25-34,Control
P19062,2026-01-06,United States,Android,Organic,45+,Control
P19063,2026-01-03,India,iOS,Referral,25-34,Control
P19064,2026-01-07,United Kingdom,iOS,Referral,35-44,Free_Hint
P19065,2026-01-13,United States,iOS,Organic,25-34,Control
P19066,2026-01-04,United Kingdom,Android,Meta Ads,18-24,Daily_Reward
P19067,2026-01-04,United States,Android,Google Ads,25-34,Daily_Reward
P19068,2026-01-13,United States,Android,Organic,35-44,Daily_Reward
P19069,2026-01-12,India,iOS,Google Ads,45+,Control
P19070,2026-01-02,Australia,iOS,Organic,25-34,Control
P19071,2026-01-05,India,Android,Organic,18-24,Free_Hint
P19072,2026-01-08,India,Android,Meta Ads,25-34,Daily_Reward
P19073,2026-01-08,Australia,Android,Meta Ads,25-34,Control
P19074,2026-01-04,United States,iOS,Organic,25-34,Free_Hint
P19075,2026-01-13,India,Android,Organic,25-34,Free_Hint
P19076,2026-01-10,Australia,Android,Organic,18-24,Free_Hint
P19077,2026-01-05,Australia,Android,Organic,18-24,Free_Hint
P19078,2026-01-12,Canada,Android,Meta Ads,18-24,Daily_Reward
P19079,2026-01-04,India,iOS,Meta Ads,45+,Daily_Reward
P19080,2026-01-09,United Kingdom,Android,Organic,25-34,Free_Hint
P19081,2026-01-04,United Kingdom,iOS,Organic,25-34,Daily_Reward
P19082,2026-01-09,India,Android,Meta Ads,25-34,Daily_Reward
P19083,2026-01-08,United Kingdom,Android,Organic,25-34,Daily_Reward
P19084,2026-01-10,India,Android,TikTok Ads,25-34,Daily_Reward
P19085,2026-01-10,India,Android,Referral,18-24,Free_Hint
P19086,2026-01-15,India,Android,Meta Ads,25-34,Free_Hint
P19087,2026-01-08,India,iOS,Meta Ads,25-34,Control
P19088,2026-01-01,United States,Android,Referral,35-44,Daily_Reward
P19089,2026-01-13,India,Android,Organic,25-34,Daily_Reward
P19090,2026-01-12,India,Android,Google Ads,18-24,Free_Hint
P19091,2026-01-14,India,iOS,Google Ads,18-24,Control
P19092,2026-01-15,United States,Android,Organic,25-34,Control
P19093,2026-01-13,India,Android,Google Ads,35-44,Free_Hint
P19094,2026-01-14,Australia,Android,Organic,35-44,Daily_Reward
P19095,2026-01-03,India,iOS,Organic,25-34,Free_Hint
P19096,2026-01-04,India,Android,Referral,25-34,Control
P19097,2026-01-05,India,Android,Referral,35-44,Control
P19098,2026-01-06,India,Android,Google Ads,18-24,Free_Hint
P19099,2026-01-11,Australia,Android,Google Ads,18-24,Daily_Reward
P19100,2026-01-15,Canada,Android,Organic,25-34,Daily_Reward
P19101,2026-01-11,India,Android,Organic,35-44,Free_Hint
P19102,2026-01-03,Australia,iOS,Google Ads,25-34,Daily_Reward
P19103,2026-01-09,India,Android,TikTok Ads,25-34,Daily_Reward
P19104,2026-01-06,Canada,Android,Organic,25-34,Control
P19105,2026-01-09,Canada,Android,Organic,35-44,Daily_Reward
P19106,2026-01-05,Australia,iOS,Meta Ads,18-24,Free_Hint
P19107,2026-01-14,United States,Android,Meta Ads,45+,Control
P19108,2026-01-10,India,Android,TikTok Ads,45+,Daily_Reward
P19109,2026-01-15,United States,iOS,Google Ads,18-24,Control
P19110,2026-01-10,United States,Android,Organic,25-34,Control
P19111,2026-01-01,India,Android,Organic,45+,Daily_Reward
P19112,2026-01-01,India,Android,TikTok Ads,35-44,Free_Hint
P19113,2026-01-05,India,Android,Google Ads,25-34,Daily_Reward
P19114,2026-01-14,Australia,Android,Google Ads,35-44,Daily_Reward
P19115,2026-01-01,United States,Android,Organic,18-24,Control
P19116,2026-01-15,India,iOS,Google Ads,45+,Control
P19117,2026-01-12,India,Android,Organic,35-44,Daily_Reward
P19118,2026-01-09,India,iOS,Organic,45+,Control
P19119,2026-01-14,India,iOS,Meta Ads,25-34,Control
P19120,2026-01-04,United Kingdom,Android,Organic,25-34,Free_Hint
P19121,2026-01-15,India,Android,TikTok Ads,18-24,Daily_Reward
P19122,2026-01-02,India,Android,Google Ads,18-24,Daily_Reward
P19123,2026-01-11,India,Android,Google Ads,25-34,Control
P19124,2026-01-13,United Kingdom,Android,Google Ads,18-24,Control
P19125,2026-01-07,India,iOS,Organic,45+,Free_Hint
P19126,2026-01-04,India,iOS,Meta Ads,45+,Control
P19127,2026-01-09,Canada,iOS,Google Ads,25-34,Daily_Reward
P19128,2026-01-04,India,Android,Meta Ads,45+,Free_Hint
P19129,2026-01-15,United States,Android,Organic,25-34,Free_Hint
P19130,2026-01-08,United States,iOS,Referral,25-34,Control
P19131,2026-01-09,India,iOS,Organic,45+,Free_Hint
P19132,2026-01-07,United States,Android,Organic,25-34,Free_Hint
P19133,2026-01-13,India,Android,TikTok Ads,45+,Free_Hint
P19134,2026-01-09,Australia,Android,TikTok Ads,25-34,Daily_Reward
P19135,2026-01-11,Australia,Android,Organic,25-34,Daily_Reward
P19136,2026-01-13,India,iOS,Organic,35-44,Daily_Reward
P19137,2026-01-08,United Kingdom,iOS,Meta Ads,45+,Daily_Reward
P19138,2026-01-15,United Kingdom,iOS,Organic,25-34,Free_Hint
P19139,2026-01-11,United Kingdom,iOS,Meta Ads,25-34,Free_Hint
P19140,2026-01-01,India,iOS,TikTok Ads,35-44,Free_Hint
P19141,2026-01-03,Canada,iOS,Organic,25-34,Free_Hint
P19142,2026-01-09,United Kingdom,Android,Meta Ads,18-24,Daily_Reward
P19143,2026-01-12,United States,Android,Referral,45+,Control
P19144,2026-01-02,United States,Android,Google Ads,25-34,Daily_Reward
P19145,2026-01-15,India,Android,Organic,25-34,Free_Hint
P19146,2026-01-05,Australia,Android,Referral,25-34,Free_Hint
P19147,2026-01-03,India,Android,Google Ads,18-24,Free_Hint
P19148,2026-01-03,United States,Android,Google Ads,25-34,Daily_Reward
P19149,2026-01-02,India,iOS,Google Ads,25-34,Control
P19150,2026-01-10,India,iOS,Google Ads,18-24,Daily_Reward
P19151,2026-01-13,United States,iOS,Organic,18-24,Free_Hint
P19152,2026-01-14,India,Android,TikTok Ads,45+,Daily_Reward
P19153,2026-01-04,United Kingdom,Android,Meta Ads,45+,Daily_Reward
P19154,2026-01-04,India,iOS,Organic,18-24,Free_Hint
P19155,2026-01-01,United States,Android,Google Ads,18-24,Daily_Reward
P19156,2026-01-09,Canada,iOS,Google Ads,25-34,Daily_Reward
P19157,2026-01-02,Canada,Android,Organic,25-34,Daily_Reward
P19158,2026-01-14,India,iOS,Organic,25-34,Daily_Reward
P19159,2026-01-04,United States,iOS,Organic,35-44,Daily_Reward
P19160,2026-01-02,India,Android,Organic,18-24,Control
P19161,2026-01-05,United States,Android,Referral,45+,Free_Hint
P19162,2026-01-02,Australia,Android,Organic,18-24,Daily_Reward
P19163,2026-01-11,United Kingdom,Android,Google Ads,35-44,Daily_Reward
P19164,2026-01-08,United States,iOS,Organic,25-34,Free_Hint
P19165,2026-01-06,India,iOS,TikTok Ads,35-44,Daily_Reward
P19166,2026-01-07,United Kingdom,iOS,Organic,18-24,Daily_Reward
P19167,2026-01-11,India,Android,Google Ads,25-34,Control
P19168,2026-01-03,India,Android,Organic,25-34,Free_Hint
P19169,2026-01-07,Australia,Android,Google Ads,18-24,Daily_Reward
P19170,2026-01-10,India,Android,Google Ads,18-24,Control
P19171,2026-01-05,India,iOS,Meta Ads,25-34,Control
P19172,2026-01-09,India,iOS,Organic,25-34,Daily_Reward
P19173,2026-01-02,India,Android,Google Ads,25-34,Control
P19174,2026-01-07,India,Android,Google Ads,25-34,Control
P19175,2026-01-01,United States,Android,Organic,45+,Control
P19176,2026-01-15,United Kingdom,Android,Meta Ads,35-44,Free_Hint
P19177,2026-01-09,India,Android,Organic,25-34,Daily_Reward
P19178,2026-01-11,India,Android,TikTok Ads,35-44,Daily_Reward
P19179,2026-01-01,India,Android,TikTok Ads,35-44,Free_Hint
P19180,2026-01-02,India,Android,TikTok Ads,45+,Free_Hint
P19181,2026-01-15,United Kingdom,Android,Google Ads,18-24,Free_Hint
P19182,2026-01-02,United States,iOS,Meta Ads,45+,Control
P19183,2026-01-03,United Kingdom,iOS,Organic,35-44,Free_Hint
P19184,2026-01-13,India,Android,Organic,35-44,Free_Hint
P19185,2026-01-08,Australia,Android,Organic,45+,Free_Hint
P19186,2026-01-09,India,Android,Organic,18-24,Control
P19187,2026-01-07,United Kingdom,iOS,TikTok Ads,25-34,Free_Hint
P19188,2026-01-08,India,Android,TikTok Ads,18-24,Control
P19189,2026-01-06,Canada,Android,Meta Ads,18-24,Daily_Reward
P19190,2026-01-14,India,iOS,Organic,18-24,Free_Hint
P19191,2026-01-10,India,iOS,Google Ads,25-34,Free_Hint
P19192,2026-01-07,India,Android,Meta Ads,25-34,Control
P19193,2026-01-12,Canada,Android,Google Ads,18-24,Control
P19194,2026-01-12,United States,iOS,TikTok Ads,18-24,Control
P19195,2026-01-07,India,Android,Organic,35-44,Daily_Reward
P19196,2026-01-10,United States,Android,Google Ads,35-44,Free_Hint
P19197,2026-01-09,India,Android,TikTok Ads,18-24,Free_Hint
P19198,2026-01-07,Canada,iOS,Organic,35-44,Daily_Reward
P19199,2026-01-01,India,Android,TikTok Ads,18-24,Daily_Reward
P19200,2026-01-08,India,Android,TikTok Ads,25-34,Daily_Reward
P19201,2026-01-04,India,Android,Meta Ads,25-34,Daily_Reward
P19202,2026-01-15,India,iOS,Google Ads,25-34,Daily_Reward
P19203,2026-01-08,India,Android,TikTok Ads,35-44,Control
P19204,2026-01-10,Canada,Android,Google Ads,25-34,Daily_Reward
P19205,2026-01-05,United States,Android,Organic,25-34,Free_Hint
P19206,2026-01-06,United States,Android,TikTok Ads,25-34,Free_Hint
P19207,2026-01-06,Australia,Android,Organic,25-34,Control
P19208,2026-01-12,India,Android,Google Ads,25-34,Daily_Reward
P19209,2026-01-06,United States,iOS,Organic,18-24,Control
P19210,2026-01-09,United Kingdom,iOS,Google Ads,45+,Free_Hint
P19211,2026-01-05,India,Android,Google Ads,35-44,Daily_Reward
P19212,2026-01-04,United Kingdom,Android,Organic,18-24,Daily_Reward
P19213,2026-01-05,India,Android,Organic,45+,Free_Hint
P19214,2026-01-12,Australia,iOS,Referral,35-44,Free_Hint
P19215,2026-01-05,India,Android,Organic,25-34,Daily_Reward
P19216,2026-01-08,India,Android,Referral,45+,Daily_Reward
P19217,2026-01-09,Canada,iOS,TikTok Ads,25-34,Free_Hint
P19218,2026-01-07,India,Android,Meta Ads,25-34,Control
P19219,2026-01-08,India,Android,Meta Ads,18-24,Control
P19220,2026-01-09,India,iOS,Google Ads,45+,Daily_Reward
P19221,2026-01-09,Canada,Android,Organic,35-44,Daily_Reward
P19222,2026-01-02,India,Android,Referral,45+,Daily_Reward
P19223,2026-01-11,United States,Android,Google Ads,45+,Daily_Reward
P19224,2026-01-03,Canada,Android,TikTok Ads,18-24,Control
P19225,2026-01-13,Australia,iOS,Organic,25-34,Daily_Reward
P19226,2026-01-03,India,Android,Meta Ads,35-44,Free_Hint
P19227,2026-01-01,United States,iOS,Organic,18-24,Free_Hint
P19228,2026-01-01,Canada,Android,TikTok Ads,18-24,Control
P19229,2026-01-09,India,Android,TikTok Ads,18-24,Daily_Reward
P19230,2026-01-13,United States,Android,Meta Ads,18-24,Free_Hint
P19231,2026-01-07,United States,iOS,Meta Ads,35-44,Free_Hint
P19232,2026-01-12,India,iOS,Google Ads,18-24,Control
P19233,2026-01-07,India,Android,Organic,18-24,Daily_Reward
P19234,2026-01-11,United States,Android,TikTok Ads,18-24,Daily_Reward
P19235,2026-01-15,India,Android,Google Ads,35-44,Control
P19236,2026-01-03,India,Android,Referral,25-34,Daily_Reward
P19237,2026-01-04,Canada,iOS,Referral,18-24,Free_Hint
P19238,2026-01-09,United States,Android,Organic,45+,Control
P19239,2026-01-15,India,Android,Referral,25-34,Free_Hint
P19240,2026-01-05,India,iOS,Google Ads,25-34,Control
P19241,2026-01-15,United States,iOS,Google Ads,25-34,Free_Hint
P19242,2026-01-11,India,Android,Google Ads,18-24,Daily_Reward
P19243,2026-01-12,United Kingdom,Android,TikTok Ads,18-24,Free_Hint
P19244,2026-01-01,India,Android,Meta Ads,45+,Free_Hint
P19245,2026-01-01,United States,Android,Google Ads,35-44,Control
P19246,2026-01-14,United States,Android,Organic,45+,Daily_Reward
P19247,2026-01-01,India,iOS,Organic,18-24,Control
P19248,2026-01-01,India,Android,Google Ads,25-34,Free_Hint
P19249,2026-01-13,Canada,Android,Organic,18-24,Control
P19250,2026-01-05,United States,iOS,TikTok Ads,45+,Free_Hint
P19251,2026-01-14,Canada,iOS,Meta Ads,25-34,Free_Hint
P19252,2026-01-12,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P19253,2026-01-06,India,Android,Organic,25-34,Control
P19254,2026-01-11,India,Android,Organic,18-24,Control
P19255,2026-01-03,India,Android,Referral,45+,Free_Hint
P19256,2026-01-06,India,iOS,Organic,25-34,Daily_Reward
P19257,2026-01-11,India,iOS,Meta Ads,35-44,Daily_Reward
P19258,2026-01-02,United States,iOS,Google Ads,18-24,Free_Hint
P19259,2026-01-04,India,iOS,TikTok Ads,18-24,Free_Hint
P19260,2026-01-08,Canada,iOS,Google Ads,18-24,Control
P19261,2026-01-12,Australia,iOS,Google Ads,18-24,Daily_Reward
P19262,2026-01-09,India,Android,Organic,18-24,Control
P19263,2026-01-09,India,iOS,Google Ads,25-34,Control
P19264,2026-01-02,India,iOS,Meta Ads,18-24,Daily_Reward
P19265,2026-01-14,India,Android,Referral,35-44,Control
P19266,2026-01-08,India,Android,Referral,18-24,Daily_Reward
P19267,2026-01-03,India,Android,Organic,35-44,Control
