transaction_id,player_id,transaction_date,transaction_type,amount
T001034,P12156,2026-01-13,In-App Purchase,2.81
T001035,P12156,2026-01-13,In-App Purchase,2.81
T001036,P12193,2026-01-25,In-App Purchase,9.39
T001037,P12193,2026-01-15,In-App Purchase,2.81
T001038,P12245,2026-01-04,In-App Purchase,2.09
T001039,P12248,2026-01-11,In-App Purchase,10.49
T001040,P12248,2026-01-19,In-App Purchase,5.24
T001041,P12249,2026-01-15,In-App Purchase,4.99
T001042,P12249,2026-01-15,In-App Purchase,1.99
T001043,P12254,2026-01-15,In-App Purchase,1.99
T001044,P12254,2026-01-23,In-App Purchase,9.99
T001045,P12262,2026-01-13,In-App Purchase,9.39
T001046,P12262,2026-01-13,In-App Purchase,4.69
T001047,P12270,2026-01-01,In-App Purchase,5.24
T001048,P12278,2026-01-23,In-App Purchase,2.81
T001049,P12284,2026-01-04,In-App Purchase,2.09
T001050,P12284,2026-01-08,In-App Purchase,3.14
T001051,P12314,2026-01-14,In-App Purchase,2.09
T001052,P12318,2026-01-17,In-App Purchase,9.39
T001053,P12322,2026-01-14,In-App Purchase,4.99
T001054,P12329,2026-01-26,In-App Purchase,4.99
T001055,P12338,2026-01-09,In-App Purchase,5.24
T001056,P12338,2026-01-08,In-App Purchase,8.39
T001057,P12359,2026-01-24,In-App Purchase,4.69
T001058,P12363,2026-01-14,In-App Purchase,15.74
T001059,P12363,2026-01-14,In-App Purchase,5.24
T001060,P12367,2026-01-11,In-App Purchase,9.39
T001061,P12370,2026-01-20,In-App Purchase,15.74
T001062,P12382,2026-01-04,In-App Purchase,2.81
T001063,P12403,2026-01-06,In-App Purchase,1.87
T001064,P12403,2026-01-25,In-App Purchase,1.87
T001065,P12422,2026-01-09,In-App Purchase,4.99
T001066,P12437,2026-01-12,In-App Purchase,2.81
T001067,P12444,2026-01-15,In-App Purchase,7.51
T001068,P12469,2026-01-09,In-App Purchase,7.99
T001069,P12504,2026-01-05,In-App Purchase,3.14
T001070,P12557,2026-01-26,In-App Purchase,4.69
T001071,P12565,2026-01-10,In-App Purchase,2.09
T001072,P12565,2026-01-23,In-App Purchase,15.74
T001073,P12580,2026-01-15,In-App Purchase,10.49
T001074,P12585,2026-01-06,In-App Purchase,2.09
T001075,P12635,2026-01-23,In-App Purchase,4.99
T001076,P12644,2026-01-14,In-App Purchase,14.09
T001077,P12661,2026-01-15,In-App Purchase,2.99
T001078,P12668,2026-01-04,In-App Purchase,2.99
T001079,P12668,2026-01-06,In-App Purchase,7.99
T001080,P12680,2026-01-17,In-App Purchase,4.69
T001081,P12680,2026-01-16,In-App Purchase,2.81
T001082,P12680,2026-01-16,In-App Purchase,4.69
T001083,P12714,2026-01-12,In-App Purchase,5.24
T001084,P12731,2026-01-02,In-App Purchase,2.81
T001085,P12731,2026-01-18,In-App Purchase,2.81
T001086,P12746,2026-01-11,In-App Purchase,5.24
T001087,P12754,2026-01-01,In-App Purchase,8.39
T001088,P12761,2026-01-08,In-App Purchase,8.39
T001089,P12774,2026-01-20,In-App Purchase,5.24
T001090,P12774,2026-01-09,In-App Purchase,3.14
T001091,P12779,2026-01-13,In-App Purchase,2.81
T001092,P12831,2026-01-08,In-App Purchase,2.81
T001093,P12838,2026-01-02,In-App Purchase,2.09
T001094,P12849,2026-01-11,In-App Purchase,2.99
T001095,P12849,2026-01-03,In-App Purchase,7.99
T001096,P12872,2026-01-15,In-App Purchase,14.09
T001097,P12879,2026-01-25,In-App Purchase,9.99
T001098,P12882,2026-01-07,In-App Purchase,9.39
T001099,P12904,2026-01-23,In-App Purchase,3.14
T001100,P12955,2026-01-12,In-App Purchase,1.99
T001101,P12955,2026-01-12,In-App Purchase,7.99
T001102,P12955,2026-01-13,In-App Purchase,4.99
T001103,P12967,2026-01-10,In-App Purchase,5.24
T001104,P12967,2026-01-10,In-App Purchase,2.09
T001105,P12967,2026-01-09,In-App Purchase,2.09
T001106,P12995,2026-01-08,In-App Purchase,5.24
T001107,P13013,2026-01-05,In-App Purchase,7.51
T001108,P13044,2026-01-17,In-App Purchase,8.39
T001109,P13061,2026-01-12,In-App Purchase,4.99
T001110,P13061,2026-01-12,In-App Purchase,1.99
T001111,P13066,2026-01-19,In-App Purchase,2.09
T001112,P13072,2026-01-08,In-App Purchase,3.14
T001113,P13080,2026-01-16,In-App Purchase,5.24
T001114,P13090,2026-01-12,In-App Purchase,15.74
T001115,P13090,2026-01-31,In-App Purchase,2.09
T001116,P13093,2026-01-05,In-App Purchase,2.99
T001117,P13107,2026-01-14,In-App Purchase,4.99
T001118,P13115,2026-01-19,In-App Purchase,5.24
T001119,P13122,2026-01-07,In-App Purchase,5.24
T001120,P13133,2026-01-11,In-App Purchase,4.99
T001121,P13159,2026-01-14,In-App Purchase,2.99
T001122,P13179,2026-01-26,In-App Purchase,1.99
T001123,P13211,2026-01-16,In-App Purchase,2.81
T001124,P13215,2026-01-12,In-App Purchase,2.09
T001125,P13257,2026-01-01,In-App Purchase,7.51
T001126,P13265,2026-01-19,In-App Purchase,4.69
T001127,P13267,2026-01-25,In-App Purchase,3.14
T001128,P13267,2026-01-25,In-App Purchase,8.39
T001129,P13271,2026-01-13,In-App Purchase,2.09
T001130,P13273,2026-01-18,In-App Purchase,1.99
T001131,P13273,2026-01-18,In-App Purchase,1.99
T001132,P13298,2026-01-02,In-App Purchase,14.09
T001133,P13328,2026-01-19,In-App Purchase,2.99
T001134,P13332,2026-01-13,In-App Purchase,2.81
T001135,P13350,2026-01-24,In-App Purchase,4.69
T001136,P13356,2026-01-23,In-App Purchase,8.39
T001137,P13371,2026-01-04,In-App Purchase,7.99
T001138,P13371,2026-01-03,In-App Purchase,9.99
T001139,P13375,2026-02-03,In-App Purchase,1.87
T001140,P13389,2026-01-29,In-App Purchase,8.39
T001141,P13396,2026-01-28,In-App Purchase,7.51
T001142,P13396,2026-01-28,In-App Purchase,4.69
T001143,P13437,2026-01-06,In-App Purchase,4.99
T001144,P13437,2026-01-01,In-App Purchase,7.99
T001145,P13441,2026-01-09,In-App Purchase,3.14
T001146,P13441,2026-01-22,In-App Purchase,15.74
T001147,P13444,2026-01-10,In-App Purchase,1.87
T001148,P13455,2026-01-01,In-App Purchase,4.99
T001149,P13466,2026-01-14,In-App Purchase,2.81
T001150,P13493,2026-01-09,In-App Purchase,4.99
T001151,P13525,2026-01-02,In-App Purchase,4.69
T001152,P13527,2026-01-23,In-App Purchase,2.09
T001153,P13534,2026-01-18,In-App Purchase,7.99
T001154,P13560,2026-01-02,In-App Purchase,4.99
T001155,P13561,2026-01-16,In-App Purchase,2.81
T001156,P13561,2026-01-16,In-App Purchase,2.81
T001157,P13561,2026-01-13,In-App Purchase,1.87
T001158,P13571,2026-01-04,In-App Purchase,4.99
T001159,P13585,2026-01-17,In-App Purchase,10.49
T001160,P13619,2026-01-24,In-App Purchase,2.81
T001161,P13619,2026-01-19,In-App Purchase,2.81
T001162,P13633,2026-01-21,In-App Purchase,4.69
T001163,P13650,2026-01-16,In-App Purchase,5.24
T001164,P13650,2026-01-04,In-App Purchase,5.24
T001165,P13669,2026-01-23,In-App Purchase,15.74
T001166,P13669,2026-01-20,In-App Purchase,8.39
T001167,P13675,2026-01-01,In-App Purchase,5.24
T001168,P13705,2026-01-10,In-App Purchase,7.99
T001169,P13708,2026-01-08,In-App Purchase,2.81
T001170,P13710,2026-01-20,In-App Purchase,5.24
T001171,P13715,2026-01-08,In-App Purchase,4.69
T001172,P13717,2026-01-11,In-App Purchase,4.99
T001173,P13717,2026-01-11,In-App Purchase,1.99
T001174,P13724,2026-01-14,In-App Purchase,7.51
T001175,P13768,2026-01-31,In-App Purchase,10.49
T001176,P13793,2026-01-14,In-App Purchase,3.14
T001177,P13793,2026-01-31,In-App Purchase,10.49
T001178,P13810,2026-01-15,In-App Purchase,7.99
T001179,P13818,2026-01-24,In-App Purchase,4.69
T001180,P13818,2026-01-15,In-App Purchase,4.69
T001181,P13833,2026-01-04,In-App Purchase,4.69
T001182,P13840,2026-01-14,In-App Purchase,2.09
T001183,P13848,2026-01-12,In-App Purchase,5.24
T001184,P13848,2026-01-29,In-App Purchase,8.39
T001185,P13860,2026-01-18,In-App Purchase,2.81
T001186,P13861,2026-01-15,In-App Purchase,2.09
T001187,P13861,2026-02-01,In-App Purchase,3.14
T001188,P13898,2026-01-17,In-App Purchase,7.99
T001189,P13920,2026-01-09,In-App Purchase,8.39
T001190,P13920,2026-01-06,In-App Purchase,5.24
T001191,P13927,2026-01-09,In-App Purchase,1.87
T001192,P13933,2026-01-13,In-App Purchase,2.99
T001193,P13933,2026-01-13,In-App Purchase,7.99
T001194,P13972,2026-01-18,In-App Purchase,10.49
T001195,P13972,2026-01-21,In-App Purchase,5.24
T001196,P13979,2026-01-13,In-App Purchase,8.39
T001197,P13979,2026-01-14,In-App Purchase,8.39
T001198,P13979,2026-01-13,In-App Purchase,5.24
T001199,P13982,2026-01-15,In-App Purchase,9.99
T001200,P14001,2026-01-14,In-App Purchase,10.49
T001201,P14008,2026-01-14,In-App Purchase,1.87
T001202,P14012,2026-01-18,In-App Purchase,4.69
T001203,P14019,2026-01-28,In-App Purchase,2.99
T001204,P14034,2026-01-13,In-App Purchase,4.99
T001205,P14042,2026-01-17,In-App Purchase,5.24
T001206,P14054,2026-01-29,In-App Purchase,5.24
T001207,P14061,2026-01-08,In-App Purchase,1.99
T001208,P14061,2026-01-08,In-App Purchase,9.99
T001209,P14061,2026-01-08,In-App Purchase,14.99
T001210,P14064,2026-01-08,In-App Purchase,1.99
T001211,P14071,2026-01-11,In-App Purchase,7.99
T001212,P14080,2026-01-11,In-App Purchase,2.99
T001213,P14095,2026-01-09,In-App Purchase,2.09
T001214,P14100,2026-01-14,In-App Purchase,5.24
T001215,P14102,2026-01-19,In-App Purchase,4.99
T001216,P14110,2026-01-21,In-App Purchase,1.99
T001217,P14136,2026-01-13,In-App Purchase,2.99
T001218,P14136,2026-01-30,In-App Purchase,1.99
T001219,P14137,2026-01-20,In-App Purchase,2.99
T001220,P14142,2026-01-19,In-App Purchase,5.24
T001221,P14171,2026-01-11,In-App Purchase,10.49
T001222,P14178,2026-01-24,In-App Purchase,8.39
T001223,P14180,2026-01-20,In-App Purchase,4.99
T001224,P14194,2026-01-06,In-App Purchase,9.39
T001225,P14194,2026-01-19,In-App Purchase,7.51
T001226,P14196,2026-01-27,In-App Purchase,14.09
T001227,P14196,2026-01-14,In-App Purchase,14.09
T001228,P14197,2026-01-11,In-App Purchase,2.09
T001229,P14247,2026-01-11,In-App Purchase,1.99
T001230,P14271,2026-01-06,In-App Purchase,8.39
T001231,P14273,2026-01-13,In-App Purchase,2.81
T001232,P14273,2026-01-04,In-App Purchase,7.51
T001233,P14275,2026-01-10,In-App Purchase,2.81
T001234,P14284,2026-01-02,In-App Purchase,1.87
T001235,P14284,2026-01-02,In-App Purchase,1.87
T001236,P14322,2026-01-15,In-App Purchase,8.39
T001237,P14322,2026-01-01,In-App Purchase,2.09
T001238,P14324,2026-01-02,In-App Purchase,9.99
T001239,P14334,2026-01-24,In-App Purchase,15.74
T001240,P14334,2026-01-14,In-App Purchase,3.14
T001241,P14354,2026-01-12,In-App Purchase,5.24
T001242,P14354,2026-01-05,In-App Purchase,8.39
T001243,P14355,2026-01-01,In-App Purchase,4.99
T001244,P14355,2026-01-14,In-App Purchase,2.99
T001245,P14371,2026-01-20,In-App Purchase,5.24
T001246,P14391,2026-01-22,In-App Purchase,4.99
T001247,P14435,2026-01-26,In-App Purchase,5.24
T001248,P14446,2026-01-12,In-App Purchase,8.39
T001249,P14458,2026-01-11,In-App Purchase,4.99
T001250,P14467,2026-01-20,In-App Purchase,1.99
T001251,P14488,2026-01-12,In-App Purchase,2.99
T001252,P14498,2026-01-09,In-App Purchase,2.99
T001253,P14500,2026-01-06,In-App Purchase,1.87
T001254,P14500,2026-01-06,In-App Purchase,2.81
T001255,P14501,2026-01-19,In-App Purchase,4.69
T001256,P14505,2026-01-14,In-App Purchase,5.24
T001257,P14540,2026-01-22,In-App Purchase,10.49
T001258,P14543,2026-01-08,In-App Purchase,3.14
T001259,P14543,2026-01-07,In-App Purchase,5.24
T001260,P14548,2026-01-18,In-App Purchase,2.81
T001261,P14551,2026-01-13,In-App Purchase,2.99
T001262,P14551,2026-01-13,In-App Purchase,14.99
T001263,P14554,2026-01-11,In-App Purchase,4.99
T001264,P14597,2026-01-17,In-App Purchase,14.99
T001265,P14605,2026-01-15,In-App Purchase,1.99
T001266,P14610,2026-01-05,In-App Purchase,9.39
T001267,P14624,2026-01-23,In-App Purchase,4.99
T001268,P14652,2026-01-09,In-App Purchase,1.99
T001269,P14683,2026-01-13,In-App Purchase,9.39
T001270,P14687,2026-01-07,In-App Purchase,2.99
T001271,P14687,2026-01-07,In-App Purchase,7.99
T001272,P14699,2026-01-29,In-App Purchase,5.24
T001273,P14699,2026-01-29,In-App Purchase,10.49
T001274,P14709,2026-01-11,In-App Purchase,4.69
T001275,P14710,2026-01-11,In-App Purchase,2.81
T001276,P14724,2026-01-13,In-App Purchase,3.14
T001277,P14724,2026-01-13,In-App Purchase,5.24
T001278,P14732,2026-01-29,In-App Purchase,10.49
T001279,P14735,2026-01-08,In-App Purchase,5.24
T001280,P14741,2026-01-15,In-App Purchase,2.09
T001281,P14756,2026-01-02,In-App Purchase,4.99
T001282,P14756,2026-01-20,In-App Purchase,1.99
T001283,P14759,2026-01-11,In-App Purchase,2.09
T001284,P14759,2026-01-11,In-App Purchase,2.09
T001285,P14764,2026-01-23,In-App Purchase,10.49
T001286,P14811,2026-01-18,In-App Purchase,2.09
T001287,P14836,2026-01-20,In-App Purchase,5.24
T001288,P14840,2026-01-22,In-App Purchase,1.99
T001289,P14860,2026-01-18,In-App Purchase,3.14
T001290,P14876,2026-01-12,In-App Purchase,7.99
T001291,P14879,2026-01-23,In-App Purchase,2.09
T001292,P14879,2026-01-18,In-App Purchase,5.24
T001293,P14900,2026-01-20,In-App Purchase,2.09
T001294,P14900,2026-01-15,In-App Purchase,3.14
T001295,P14918,2026-01-21,In-App Purchase,7.99
T001296,P14957,2026-01-04,In-App Purchase,1.99
T001297,P14972,2026-01-09,In-App Purchase,3.14
T001298,P14975,2026-01-15,In-App Purchase,15.74
T001299,P14975,2026-01-10,In-App Purchase,5.24
T001300,P14982,2026-01-18,In-App Purchase,8.39
T001301,P14989,2026-01-11,In-App Purchase,4.69
T001302,P15010,2026-01-28,In-App Purchase,7.51
T001303,P15037,2026-01-13,In-App Purchase,4.69
T001304,P15048,2026-01-20,In-App Purchase,2.81
T001305,P15048,2026-01-20,In-App Purchase,1.87
T001306,P15123,2026-01-06,In-App Purchase,4.99
T001307,P15123,2026-01-08,In-App Purchase,9.99
T001308,P15132,2026-01-06,In-App Purchase,7.51
T001309,P15132,2026-01-06,In-App Purchase,9.39
T001310,P15138,2026-01-20,In-App Purchase,2.09
T001311,P15148,2026-01-03,In-App Purchase,2.81
T001312,P15148,2026-01-01,In-App Purchase,2.81
T001313,P15151,2026-01-17,In-App Purchase,7.99
T001314,P15159,2026-01-09,In-App Purchase,9.39
T001315,P15162,2026-01-12,In-App Purchase,14.09
T001316,P15162,2026-01-09,In-App Purchase,1.87
T001317,P15167,2026-01-27,In-App Purchase,7.51
T001318,P15167,2026-01-27,In-App Purchase,9.39
T001319,P15172,2026-01-15,In-App Purchase,3.14
T001320,P15187,2026-01-19,In-App Purchase,10.49
T001321,P15187,2026-01-28,In-App Purchase,3.14
T001322,P15187,2026-01-10,In-App Purchase,8.39
T001323,P15199,2026-01-22,In-App Purchase,2.99
T001324,P15211,2026-01-13,In-App Purchase,10.49
T001325,P15244,2026-01-26,In-App Purchase,5.24
T001326,P15250,2026-01-02,In-App Purchase,4.99
T001327,P15274,2026-01-18,In-App Purchase,1.99
T001328,P15275,2026-01-03,In-App Purchase,7.51
T001329,P15275,2026-01-03,In-App Purchase,9.39
T001330,P15284,2026-01-06,In-App Purchase,4.99
T001331,P15302,2026-01-16,In-App Purchase,1.87
T001332,P15306,2026-01-11,In-App Purchase,7.99
T001333,P15306,2026-01-07,In-App Purchase,14.99
T001334,P15346,2026-01-05,In-App Purchase,14.99
T001335,P15358,2026-01-12,In-App Purchase,5.24
T001336,P15363,2026-01-08,In-App Purchase,7.51
T001337,P15369,2026-01-02,In-App Purchase,8.39
T001338,P15369,2026-01-14,In-App Purchase,3.14
T001339,P15374,2026-01-10,In-App Purchase,3.14
T001340,P15398,2026-01-03,In-App Purchase,2.99
T001341,P15403,2026-01-18,In-App Purchase,4.69
T001342,P15416,2026-01-30,In-App Purchase,15.74
T001343,P15430,2026-01-10,In-App Purchase,9.39
T001344,P15439,2026-01-15,In-App Purchase,2.81
T001345,P15457,2026-01-04,In-App Purchase,7.99
T001346,P15464,2026-01-07,In-App Purchase,2.81
T001347,P15474,2026-01-17,In-App Purchase,4.99
T001348,P15482,2026-01-12,In-App Purchase,9.39
T001349,P15486,2026-01-09,In-App Purchase,1.99
T001350,P15503,2026-01-02,In-App Purchase,7.99
T001351,P15503,2026-01-02,In-App Purchase,4.99
T001352,P15510,2026-01-02,In-App Purchase,7.99
T001353,P15510,2026-01-05,In-App Purchase,7.99
T001354,P15547,2026-01-07,In-App Purchase,2.81
T001355,P15552,2026-01-17,In-App Purchase,4.99
T001356,P15552,2026-01-15,In-App Purchase,4.99
T001357,P15560,2026-01-03,In-App Purchase,9.99
T001358,P15560,2026-01-03,In-App Purchase,2.99
T001359,P15567,2026-01-18,In-App Purchase,3.14
T001360,P15587,2026-01-08,In-App Purchase,7.99
T001361,P15587,2026-01-08,In-App Purchase,9.99
T001362,P15613,2026-01-27,In-App Purchase,7.99
T001363,P15620,2026-01-13,In-App Purchase,1.99
T001364,P15620,2026-01-26,In-App Purchase,7.99
T001365,P15626,2026-01-20,In-App Purchase,2.99
T001366,P15626,2026-01-10,In-App Purchase,9.99
T001367,P15632,2026-01-11,In-App Purchase,1.99
T001368,P15632,2026-01-12,In-App Purchase,4.99
T001369,P15632,2026-01-11,In-App Purchase,1.99
T001370,P15640,2026-01-27,In-App Purchase,4.99
T001371,P15640,2026-01-22,In-App Purchase,9.99
T001372,P15665,2026-01-03,In-App Purchase,15.74
T001373,P15672,2026-01-04,In-App Purchase,7.99
T001374,P15689,2026-01-07,In-App Purchase,3.14
T001375,P15720,2026-01-18,In-App Purchase,3.14
T001376,P15720,2026-01-20,In-App Purchase,2.09
T001377,P15755,2026-01-24,In-App Purchase,2.81
T001378,P15780,2026-01-04,In-App Purchase,1.87
T001379,P15780,2026-01-04,In-App Purchase,1.87
T001380,P15784,2026-01-14,In-App Purchase,4.69
T001381,P15784,2026-01-13,In-App Purchase,4.69
T001382,P15794,2026-01-12,In-App Purchase,2.99
T001383,P15794,2026-01-15,In-App Purchase,4.99
T001384,P15837,2026-01-10,In-App Purchase,3.14
T001385,P15837,2026-01-17,In-App Purchase,8.39
T001386,P15839,2026-01-23,In-App Purchase,8.39
T001387,P15847,2026-01-20,In-App Purchase,5.24
T001388,P15869,2026-01-14,In-App Purchase,8.39
T001389,P15876,2026-01-14,In-App Purchase,15.74
T001390,P15900,2026-01-10,In-App Purchase,10.49
T001391,P15908,2026-01-09,In-App Purchase,10.49
T001392,P15908,2026-01-17,In-App Purchase,3.14
T001393,P15926,2026-01-09,In-App Purchase,8.39
T001394,P15927,2026-01-07,In-App Purchase,15.74
T001395,P15927,2026-01-13,In-App Purchase,5.24
T001396,P15930,2026-01-15,In-App Purchase,2.09
T001397,P15937,2026-01-12,In-App Purchase,5.24
T001398,P15957,2026-01-11,In-App Purchase,15.74
T001399,P16013,2026-01-06,In-App Purchase,5.24
T001400,P16022,2026-01-05,In-App Purchase,4.69
T001401,P16064,2026-01-14,In-App Purchase,9.99
T001402,P16071,2026-01-13,In-App Purchase,7.99
T001403,P16075,2026-01-22,In-App Purchase,4.69
T001404,P16088,2026-01-07,In-App Purchase,5.24
T001405,P16107,2026-01-09,In-App Purchase,4.99
T001406,P16109,2026-01-01,In-App Purchase,2.99
T001407,P16110,2026-01-16,In-App Purchase,7.51
T001408,P16118,2026-01-10,In-App Purchase,14.09
T001409,P16152,2026-01-19,In-App Purchase,1.99
T001410,P16160,2026-01-06,In-App Purchase,15.74
T001411,P16167,2026-01-25,In-App Purchase,5.24
T001412,P16167,2026-01-20,In-App Purchase,2.09
T001413,P16175,2026-01-12,In-App Purchase,5.24
T001414,P16187,2026-01-15,In-App Purchase,2.81
T001415,P16213,2026-01-17,In-App Purchase,9.39
T001416,P16251,2026-01-12,In-App Purchase,4.99
T001417,P16286,2026-01-16,In-App Purchase,9.39
T001418,P16288,2026-01-10,In-App Purchase,4.99
T001419,P16291,2026-01-17,In-App Purchase,10.49
T001420,P16311,2026-01-08,In-App Purchase,2.99
T001421,P16319,2026-01-11,In-App Purchase,14.99
T001422,P16319,2026-01-07,In-App Purchase,4.99
T001423,P16332,2026-01-15,In-App Purchase,9.99
T001424,P16343,2026-01-19,In-App Purchase,2.81
T001425,P16345,2026-01-09,In-App Purchase,1.99
T001426,P16345,2026-01-22,In-App Purchase,2.99
T001427,P16351,2026-01-16,In-App Purchase,1.99
T001428,P16360,2026-01-29,In-App Purchase,10.49
T001429,P16398,2026-01-27,In-App Purchase,5.24
T001430,P16398,2026-01-16,In-App Purchase,5.24
T001431,P16414,2026-01-06,In-App Purchase,2.99
T001432,P16419,2026-01-14,In-App Purchase,2.81
T001433,P16454,2026-01-24,In-App Purchase,4.99
T001434,P16457,2026-01-19,In-App Purchase,2.09
T001435,P16461,2026-01-14,In-App Purchase,4.99
T001436,P16478,2026-01-08,In-App Purchase,3.14
T001437,P16478,2026-01-11,In-App Purchase,3.14
T001438,P16497,2026-01-25,In-App Purchase,5.24
T001439,P16502,2026-01-11,In-App Purchase,3.14
T001440,P16502,2026-01-11,In-App Purchase,8.39
T001441,P16502,2026-01-05,In-App Purchase,8.39
T001442,P16538,2026-01-05,In-App Purchase,5.24
T001443,P16538,2026-01-07,In-App Purchase,2.09
T001444,P16538,2026-01-10,In-App Purchase,5.24
T001445,P16552,2026-01-04,In-App Purchase,2.81
T001446,P16564,2026-01-23,In-App Purchase,4.99
T001447,P16588,2026-01-18,In-App Purchase,15.74
T001448,P16596,2026-01-02,In-App Purchase,7.51
T001449,P16605,2026-01-18,In-App Purchase,4.69
T001450,P16616,2026-01-15,In-App Purchase,3.14
T001451,P16616,2026-01-15,In-App Purchase,3.14
T001452,P16671,2026-01-04,In-App Purchase,7.51
T001453,P16694,2026-01-13,In-App Purchase,9.39
T001454,P16697,2026-01-17,In-App Purchase,9.39
T001455,P16715,2026-01-07,In-App Purchase,2.09
T001456,P16716,2026-01-22,In-App Purchase,7.99
T001457,P16752,2026-01-23,In-App Purchase,15.74
T001458,P16796,2026-01-14,In-App Purchase,3.14
T001459,P16831,2026-01-13,In-App Purchase,7.51
T001460,P16831,2026-01-13,In-App Purchase,4.69
T001461,P16835,2026-01-13,In-App Purchase,5.24
T001462,P16835,2026-01-21,In-App Purchase,8.39
T001463,P16849,2026-01-17,In-App Purchase,2.81
T001464,P16849,2026-01-19,In-App Purchase,4.69
T001465,P16856,2026-01-27,In-App Purchase,2.99
T001466,P16891,2026-01-28,In-App Purchase,1.87
T001467,P16917,2026-01-14,In-App Purchase,2.81
T001468,P16950,2026-01-16,In-App Purchase,3.14
T001469,P16972,2026-01-14,In-App Purchase,7.51
T001470,P16993,2026-01-10,In-App Purchase,1.87
T001471,P17014,2026-01-06,In-App Purchase,4.69
T001472,P17014,2026-01-06,In-App Purchase,7.51
T001473,P17032,2026-01-16,In-App Purchase,15.74
T001474,P17048,2026-01-30,In-App Purchase,5.24
T001475,P17055,2026-01-06,In-App Purchase,10.49
T001476,P17055,2026-01-12,In-App Purchase,2.09
T001477,P17055,2026-01-04,In-App Purchase,15.74
T001478,P17076,2026-01-05,In-App Purchase,2.09
T001479,P17102,2026-01-10,In-App Purchase,2.81
T001480,P17102,2026-01-14,In-App Purchase,7.51
T001481,P17111,2026-01-12,In-App Purchase,2.09
T001482,P17128,2026-01-10,In-App Purchase,1.99
T001483,P17153,2026-01-05,In-App Purchase,5.24
T001484,P17153,2026-01-10,In-App Purchase,10.49
T001485,P17156,2026-01-06,In-App Purchase,4.99
T001486,P17162,2026-01-26,In-App Purchase,1.87
T001487,P17162,2026-02-01,In-App Purchase,7.51
T001488,P17183,2026-01-09,In-App Purchase,1.99
T001489,P17184,2026-01-06,In-App Purchase,5.24
T001490,P17185,2026-01-11,In-App Purchase,5.24
T001491,P17185,2026-01-13,In-App Purchase,8.39
T001492,P17191,2026-01-19,In-App Purchase,3.14
T001493,P17213,2026-01-09,In-App Purchase,1.87
T001494,P17215,2026-01-07,In-App Purchase,2.81
T001495,P17222,2026-01-14,In-App Purchase,9.39
T001496,P17222,2026-01-14,In-App Purchase,7.51
T001497,P17258,2026-01-22,In-App Purchase,4.99
T001498,P17279,2026-01-25,In-App Purchase,10.49
T001499,P17280,2026-01-13,In-App Purchase,4.99
T001500,P17290,2026-01-17,In-App Purchase,7.51
T001501,P17291,2026-01-23,In-App Purchase,4.99
T001502,P17294,2026-01-13,In-App Purchase,2.09
T001503,P17308,2026-01-08,In-App Purchase,2.09
T001504,P17308,2026-01-13,In-App Purchase,5.24
T001505,P17308,2026-01-08,In-App Purchase,5.24
T001506,P17308,2026-01-08,In-App Purchase,8.39
T001507,P17333,2026-01-19,In-App Purchase,2.09
T001508,P17333,2026-01-16,In-App Purchase,3.14
T001509,P17340,2026-01-23,In-App Purchase,2.81
T001510,P17340,2026-01-10,In-App Purchase,4.69
T001511,P17340,2026-01-04,In-App Purchase,1.87
T001512,P17348,2026-01-11,In-App Purchase,4.69
T001513,P17361,2026-01-18,In-App Purchase,9.99
T001514,P17365,2026-01-04,In-App Purchase,2.81
T001515,P17365,2026-01-04,In-App Purchase,2.81
T001516,P17365,2026-01-04,In-App Purchase,1.87
T001517,P17365,2026-01-03,In-App Purchase,4.69
T001518,P17396,2026-01-16,In-App Purchase,7.99
T001519,P17406,2026-01-15,In-App Purchase,4.69
T001520,P17411,2026-01-16,In-App Purchase,4.99
T001521,P17411,2026-01-24,In-App Purchase,2.99
T001522,P17419,2026-01-06,In-App Purchase,7.99
T001523,P17427,2026-02-02,In-App Purchase,8.39
T001524,P17427,2026-02-02,In-App Purchase,8.39
T001525,P17434,2026-01-30,In-App Purchase,4.69
T001526,P17462,2026-01-21,In-App Purchase,5.24
T001527,P17462,2026-01-21,In-App Purchase,2.09
T001528,P17466,2026-01-05,In-App Purchase,4.69
T001529,P17466,2026-01-06,In-App Purchase,1.87
T001530,P17476,2026-01-03,In-App Purchase,5.24
T001531,P17498,2026-01-11,In-App Purchase,2.81
T001532,P17498,2026-01-04,In-App Purchase,7.51
T001533,P17503,2026-01-27,In-App Purchase,1.99
T001534,P17521,2026-01-06,In-App Purchase,2.81
T001535,P17547,2026-01-21,In-App Purchase,4.99
T001536,P17553,2026-01-13,In-App Purchase,1.99
T001537,P17553,2026-01-13,In-App Purchase,2.99
T001538,P17558,2026-01-04,In-App Purchase,7.51
T001539,P17636,2026-01-09,In-App Purchase,4.99
T001540,P17638,2026-01-25,In-App Purchase,7.51
T001541,P17638,2026-01-10,In-App Purchase,2.81
T001542,P17643,2026-01-29,In-App Purchase,5.24
T001543,P17643,2026-01-24,In-App Purchase,5.24
T001544,P17644,2026-01-13,In-App Purchase,2.81
T001545,P17651,2026-01-22,In-App Purchase,2.09
T001546,P17651,2026-01-13,In-App Purchase,2.09
T001547,P17651,2026-01-29,In-App Purchase,2.09
T001548,P17679,2026-01-14,In-App Purchase,4.99
T001549,P17695,2026-01-15,In-App Purchase,7.99
T001550,P17695,2026-01-26,In-App Purchase,4.99
